Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Style (product.metafields.app--4560999.style),Carats Max (product.metafields.nivoda.caratsmax),Carats Min (product.metafields.nivoda.caratsmin),Nivoda Stock ID (product.metafields.nivoda.nivodastockid),Setting Stock ID (product.metafields.nivoda.settingstockid),Supported Shapes (product.metafields.nivoda.supportedshapes),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
solitaire-ring-5,,,,,,,,,18K Yellow Gold,,,Emerald,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PE_YELLOW_DOWN_6c6eb093-271f-46b8-9430-df70de6ce22b.jpg?v=1769691939,76,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_YELLOW_DOWN_e1cf75f8-719a-4b2b-a1ab-abe8613840c2.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Yellow Gold,,,Heart,,,,,,0.0,,0,deny,manual,23520.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_YELLOW_DOWN_e1cf75f8-719a-4b2b-a1ab-abe8613840c2.jpg?v=1769691939,77,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_YELLOW_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Yellow Gold,,,Radiant,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_YELLOW_DOWN.jpg?v=1769691939,78,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_YELLOW_DOWN_2310f74d-bba7-46db-b63f-e1330cb2f32f.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Yellow Gold,,,Asscher,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_YELLOW_DOWN_2310f74d-bba7-46db-b63f-e1330cb2f32f.jpg?v=1769691939,79,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_YELLOW_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Yellow Gold,,,Marquise,,,,,,0.0,,0,deny,manual,27050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_YELLOW_DOWN.jpg?v=1769691939,80,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_YELLOW_DOWN_ccb3de16-5600-4175-9e7a-815762a5551f.jpg?v=1769691999,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Round,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_YELLOW_DOWN_ccb3de16-5600-4175-9e7a-815762a5551f.jpg?v=1769691999,81,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RD_ROSE_DOWN_504087ca-df62-48f3-a0d8-8d99e852cb4a.jpg?v=1769691940,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Princess,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RD_ROSE_DOWN_504087ca-df62-48f3-a0d8-8d99e852cb4a.jpg?v=1769691940,82,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PR_ROSE_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Cushion,,,,,,0.0,,0,deny,manual,25220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PR_ROSE_DOWN.jpg?v=1769691939,83,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-CU_ROSE_DOWN_f3092f3f-1d81-48ac-83bd-13ba236de352.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Oval,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-CU_ROSE_DOWN_f3092f3f-1d81-48ac-83bd-13ba236de352.jpg?v=1769691939,84,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-OV_ROSE_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,23770.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-OV_ROSE_DOWN.jpg?v=1769691939,85,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PE_ROSE_DOWN_039e9f4c-6b89-4087-b386-c42094408c0b.jpg?v=1769691940,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Emerald,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PE_ROSE_DOWN_039e9f4c-6b89-4087-b386-c42094408c0b.jpg?v=1769691940,86,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_ROSE_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Heart,,,,,,0.0,,0,deny,manual,23520.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_ROSE_DOWN.jpg?v=1769691939,87,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_ROSE_DOWN_56efd87a-4014-411e-b818-3674dbd18307.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Radiant,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_ROSE_DOWN_56efd87a-4014-411e-b818-3674dbd18307.jpg?v=1769691939,88,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_ROSE_DOWN_0c929157-4c60-40bc-b073-5d5c0a94eb28.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Asscher,,,,,,0.0,,0,deny,manual,25460.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_ROSE_DOWN_0c929157-4c60-40bc-b073-5d5c0a94eb28.jpg?v=1769691939,89,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_ROSE_DOWN_e97e06e5-c4a5-4675-afe4-a40d3fa5ba61.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,18K Rose Gold,,,Marquise,,,,,,0.0,,0,deny,manual,27050.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_ROSE_DOWN_e97e06e5-c4a5-4675-afe4-a40d3fa5ba61.jpg?v=1769691939,90,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_ROSE_DOWN_b2d81317-83a4-4256-ac41-f2decaa7c71c.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Round,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_ROSE_DOWN_b2d81317-83a4-4256-ac41-f2decaa7c71c.jpg?v=1769691939,91,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RD_WHITE_DOWN_08de8577-4de5-4a67-a0e2-a4f86a97e8bd.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Princess,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RD_WHITE_DOWN_08de8577-4de5-4a67-a0e2-a4f86a97e8bd.jpg?v=1769691939,92,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PR_WHITE_DOWN_b6bf2261-f473-4285-b815-0515359c9bb5.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Cushion,,,,,,0.0,,0,deny,manual,24060.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PR_WHITE_DOWN_b6bf2261-f473-4285-b815-0515359c9bb5.jpg?v=1769691939,93,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-CU_WHITE_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Oval,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-CU_WHITE_DOWN.jpg?v=1769691939,94,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-OV_WHITE_DOWN_29f5a56e-198c-4fc4-baa7-fa8cf261ef04.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Pear,,,,,,0.0,,0,deny,manual,22720.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-OV_WHITE_DOWN_29f5a56e-198c-4fc4-baa7-fa8cf261ef04.jpg?v=1769691939,95,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PE_WHITE_DOWN_952936a0-4ca1-4d2b-9fee-d4c6f3a69322.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Emerald,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-PE_WHITE_DOWN_952936a0-4ca1-4d2b-9fee-d4c6f3a69322.jpg?v=1769691939,96,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_WHITE_DOWN0_e833fd63-e65c-445e-8b4b-f48076dc9e61.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Heart,,,,,,0.0,,0,deny,manual,22510.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-EM_WHITE_DOWN0_e833fd63-e65c-445e-8b4b-f48076dc9e61.jpg?v=1769691939,97,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_WHITE_DOWN_24a01851-f9b8-4713-8a35-47d5bbd9c962.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Radiant,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-HRT_WHITE_DOWN_24a01851-f9b8-4713-8a35-47d5bbd9c962.jpg?v=1769691939,98,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_WHITE_DOWN_2b342217-9e54-47bf-8e32-80fcd531dd14.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Asscher,,,,,,0.0,,0,deny,manual,24300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-RAD_WHITE_DOWN_2b342217-9e54-47bf-8e32-80fcd531dd14.jpg?v=1769691939,99,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_WHITE_DOWN_4d73ac0c-b428-45b1-b98f-70c7b1e6cce0.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,950 Platinum,,,Marquise,,,,,,0.0,,0,deny,manual,25780.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-AS_WHITE_DOWN_4d73ac0c-b428-45b1-b98f-70c7b1e6cce0.jpg?v=1769691939,100,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_WHITE_DOWN.jpg?v=1769691939,kg,,,
solitaire-ring-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0350PN200-MQ_WHITE_DOWN.jpg?v=1769691939,101,"",,,,,,,,,,,,,,,,,,
solitaire-with-cluster-shoulders-2,Solitaire with Cluster Shoulders 2,"<p>Designed with side stones that gracefully complement the center stone, this ring strikes a balance between classic elegance and added brilliance. Perfect for those who want a refined look with just the right amount of sparkle.</p>
    <table style=""width:100%; border:none; border-collapse:collapse;"">
      <tr>
        <td style=""text-align:left; border:none;""><strong>Band width</strong></td>
        <td style=""text-align:right; border:none;"">2.50 mm</td>
      </tr>
      
    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stones count</strong></td>
        <td style=""text-align:right; border:none;"">6</td>
      </tr>
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stones weight</strong></td>
        <td style=""text-align:right; border:none;"">0.08 ct</td>
      </tr>
    

    

    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stone colour</strong></td>
        <td style=""text-align:right; border:none;"">EF / GH</td>
      </tr>

    
      <tr>
        <td style=""text-align:left; border:none;""><strong>Side stone clarity</strong></td>
        <td style=""text-align:right; border:none;"">VS / VS2</td>
      </tr>

    
  
    </table>
    <p><em>Note: Side stone count and weight are based on a 1.5 ct Round center stone and may vary depending on the actual
  size of the selected center stone.</em></p>",The Diamond Guy™ ,,setting,"",true,Metal,9K White Gold,,Shape,Round,,,,,,0.0,,0,deny,manual,13830.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_WHITE_FRONT.jpg?v=1769691923,1,"",false,,,solitaire,3.0,0.5,UN044-R-1ST,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_WHITE_DOWN_820674c6-aec1-4242-9716-15c175a2a73b.jpg?v=1769691931,kg,,,active
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Princess,,,,,,0.0,,0,deny,manual,13620.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_WHITE_DOWN_cf3215f8-3fb9-4388-b9bb-58ac9a9a6d38.jpg?v=1769691931,2,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_WHITE_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Cushion,,,,,,0.0,,0,deny,manual,13600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_WHITE_DOWN_aa30f019-1e80-4749-9bae-f6d613930e54.jpg?v=1769691931,3,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_WHITE_DOWN_0b509051-d0a1-4a2a-89b4-68343c35feee.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Oval,,,,,,0.0,,0,deny,manual,13570.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_WHITE_DOWN_e2949bb4-7270-4cb8-9db4-4752a94262ed.jpg?v=1769691931,4,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_WHITE_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Pear,,,,,,0.0,,0,deny,manual,13540.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_WHITE_DOWN_03d9a05b-c4b1-4e5b-b12d-33441795450a.jpg?v=1769691930,5,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PE_WHITE_DOWN.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Emerald,,,,,,0.0,,0,deny,manual,13610.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PE_WHITE_DOWN_463b20df-0b95-4a1a-861d-2b018b766b23.jpg?v=1769691931,6,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200_WHITE_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Heart,,,,,,0.0,,0,deny,manual,13280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200_WHITE_DOWN_62b52454-5fbe-4681-9ab0-2243cd0b84bd.jpg?v=1769691930,7,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-HRT_WHITE_DOWN_53da557e-a696-41f4-8a72-9a1971291ff0.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Radiant,,,,,,0.0,,0,deny,manual,13760.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-HRT_WHITE_DOWN_1902ea50-96a4-4d22-ac24-ef196ea37fdf.jpg?v=1769691930,8,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RAD_WHITE_DOWN_c2838157-af19-495f-bdde-e3d37dcedebb.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Asscher,,,,,,0.0,,0,deny,manual,13600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RAD_WHITE_DOWN_b477c277-2463-4abc-a694-ebcc72cdfcc8.jpg?v=1769691931,9,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-AS_WHITE_DOWN_dffb2aad-848e-4f13-8c6c-82bb12f0935e.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K White Gold,,,Marquise,,,,,,0.0,,0,deny,manual,13890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-AS_WHITE_DOWN_d794ce37-a196-48e6-a983-4ac307558291.jpg?v=1769691930,10,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-MQ_WHITE_DOWN_67c6ece4-51ea-4d25-bb90-2ff4a033106f.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Round,,,,,,0.0,,0,deny,manual,13830.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-MQ_WHITE_DOWN.jpg?v=1769691931,11,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_YELLOW_DOWN_ea143365-d607-4464-8706-e249c216a4da.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Princess,,,,,,0.0,,0,deny,manual,13620.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_YELLOW_DOWN.jpg?v=1769691930,12,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_YELLOW_DOWN.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Cushion,,,,,,0.0,,0,deny,manual,13600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_YELLOW_DOWN_5a8d09a4-862b-435b-8c3d-4e8590aba88b.jpg?v=1769691931,13,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_YELLOW_DOWN_64d5ab39-cbfe-454a-8850-909c7e1cf6cc.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Oval,,,,,,0.0,,0,deny,manual,13570.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_YELLOW_DOWN.jpg?v=1769691930,14,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_YELLOW_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Pear,,,,,,0.0,,0,deny,manual,13540.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_YELLOW_DOWN_1cfdea74-72bc-4c4d-b802-7b2658f7cb60.jpg?v=1769691931,15,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PE_YELLOW_DOWN_f7504326-ca4b-485b-a52c-e8253567c2da.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Emerald,,,,,,0.0,,0,deny,manual,13610.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PE_YELLOW_DOWN.jpg?v=1769691931,16,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200_YELLOW_DOWN.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Heart,,,,,,0.0,,0,deny,manual,13280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200_YELLOW_DOWN_ad899473-e61f-4975-9270-3674670ef2f8.jpg?v=1769691931,17,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-HRT_YELLOW_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Radiant,,,,,,0.0,,0,deny,manual,13760.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-HRT_YELLOW_DOWN_e5494b9b-f88f-4b15-b67e-936bb5ebc81c.jpg?v=1769691931,18,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RAD_YELLOW_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Asscher,,,,,,0.0,,0,deny,manual,13600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RAD_YELLOW_DOWN_b5b0622e-f82b-4572-98f9-7144fc550d1f.jpg?v=1769691931,19,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-AS_YELLOW_DOWN.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Yellow Gold,,,Marquise,,,,,,0.0,,0,deny,manual,13890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-AS_YELLOW_DOWN_af797a98-961a-4de9-90db-0f9cb0e4a2b2.jpg?v=1769691931,20,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-MQ_YELLOW_DOWN_7ea266bc-0a21-41dc-904a-a2d15d683930.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Rose Gold,,,Round,,,,,,0.0,,0,deny,manual,13830.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-MQ_YELLOW_DOWN_514366a0-203c-46cb-a875-5748b14a9729.jpg?v=1769691930,21,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_ROSE_DOWN_f981a9ff-6699-43c3-a6ff-9fdc70d04689.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Rose Gold,,,Princess,,,,,,0.0,,0,deny,manual,13620.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-RD_ROSE_DOWN_840ba2f2-f9ff-4045-bd1e-5d3d0029909f.jpg?v=1769691931,22,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_ROSE_DOWN.jpg?v=1769691931,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Rose Gold,,,Cushion,,,,,,0.0,,0,deny,manual,13600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PR_ROSE_DOWN_96c377a2-5b6c-46c2-b4ee-c607588d305f.jpg?v=1769691930,23,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_ROSE_DOWN_71031ab3-1ff3-467c-b065-1e756008c7f2.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Rose Gold,,,Oval,,,,,,0.0,,0,deny,manual,13570.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-CU_ROSE_DOWN_94bb817f-fd5f-40a7-987e-061b628eabfb.jpg?v=1769691931,24,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_ROSE_DOWN.jpg?v=1769691930,kg,,,
solitaire-with-cluster-shoulders-2,,,,,,,,,9K Rose Gold,,,Pear,,,,,,0.0,,0,deny,manual,13540.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-OV_ROSE_DOWN_785bf70d-a8c6-4368-bfde-32d72f03e39e.jpg?v=1769691931,25,"",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0988/4768/7024/files/W0270EN200-PE_ROSE_DOWN_50f6e749-25a4-4ceb-9830-3db13d3a5dec.jpg?v=1769691930,kg,,,
